"Scientific Name","Common Name","Where Listed","ESA Listing Status  ","Lead Region  ","Listing Date","Most Recently Completed 5YSR","5YSR Recommendation","Notice of In Progress 5YSR","Notice Date of In Progress 5YSR","Group"
"Orcuttia inaequalis","Orcutt grass, San Joaquin Valley","<div>Wherever found</div>","T","8","1997","2013/08/07","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/87/5832'>Initiation of 5-Year Status Reviews of 40 Species in California Nevada and Oregon; request for information</a","2022/02/02","Flowering Plants"
"Oncorhynchus apache","Trout, Apache","<div>Wherever found</div>","T","2","1967","2022/08/15","Delist: The species does not meet the definition of an endangered species or a threatened species","No Five Year Review In Progress","","Fishes"
"Nototrichium humile","Kulu`i","<div>Wherever found</div>","E","1","1991","2020/09/30","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/87/28031'>Initiation of 5- Year Status Reviews for 167 Species in Oregon Washington Idaho  Montana California Hawaii Guam and the Northern Mariana Islands: Request for Information</a","2022/05/10","Flowering Plants"
"Cyanea lobata","Haha","<div>Wherever found</div>","E","1","1992","2018/10/23","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/86/33726'>Initiation of 5-Year Status Reviews for 77 Species in Oregon Washington Idaho and Hawaii; request for information</a","2021/06/25","Flowering Plants"
"Myotis sodalis","Bat, Indiana","<div>Wherever found</div>","E","3","1967","2019/09/30","No change in Status","No Five Year Review In Progress","","Mammals"
"Rhododendron chapmanii","Rhododendron, Chapman","<div></div>","E","4","1979","2019/09/03","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Hibiscus waimeae ssp. hannerae","Koki`o ke`oke`o","<div>Wherever found</div>","E","1","1996","2022/08/05","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Cyanea grimesiana ssp. obatae","Haha","<div>Wherever found</div>","E","1","1994","2019/09/25","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/87/28031'>Initiation of 5- Year Status Reviews for 167 Species in Oregon Washington Idaho  Montana California Hawaii Guam and the Northern Mariana Islands: Request for Information</a","2022/05/10","Flowering Plants"
"Asplenium dielfalcatum","No common name","<div>Wherever found</div>","E","1","1991","2019/09/30","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/87/28031'>Initiation of 5- Year Status Reviews for 167 Species in Oregon Washington Idaho  Montana California Hawaii Guam and the Northern Mariana Islands: Request for Information</a","2022/05/10","Ferns and Allies"
"Canavalia napaliensis","`Awikiwiki","<div>Wherever found</div>","E","1","2010","2022/07/27","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Pseudobahia peirsonii","Sunburst, San Joaquin adobe","<div>Wherever found</div>","T","8","1997","2008/01/10","No change in Status","Initiation of 5-Year Status Reviews of 76 Species in California and Nevada; request for information","2021/05/20","Flowering Plants"
"Erigeron maguirei","Daisy, Maguire","<div>Wherever found</div>","DM","6","1985","2008/05/19","Delist: The species does not meet the definition of an endangered species or a threatened species","No Five Year Review In Progress","","Flowering Plants"
"Scirpus ancistrochaetus","Bulrush, Northeastern","<div></div>","E","5","1991","2019/08/28","Delist: The species does not meet the definition of an endangered species or a threatened species","No Five Year Review In Progress","","Flowering Plants"
"Euphorbia remyi var. remyi","`Akoko","<div>Wherever found</div>","E","1","2010","2022/08/04","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Hedeoma todsenii","Pennyroyal, Todsen's","<div>Wherever found</div>","E","2","1981","2022/08/26","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Stenogyne cranwelliae","No common name","<div>Wherever found</div>","E","1","2013","2020/09/30","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Leptoxis ampla","Rocksnail, round","<div>Wherever found</div>","T","4","1998","2022/12/15","No change in Status","No Five Year Review In Progress","","Snails"
"Lepidurus packardi","Tadpole shrimp, vernal pool","<div>Wherever found</div>","E","8","1994","2007/09/28","No change in Status","Initiation of 5-Year Status Reviews of 76 Species in California and Nevada; request for information","2021/05/20","Crustaceans"
"Dipodomys merriami parvus","Kangaroo rat, San Bernardino Merriam's","<div>Wherever found</div>","E","8","1998","2020/04/06","No change in Status","No Five Year Review In Progress","","Mammals"
"Peperomia wheeleri","Peperomia, Wheeler's","<div>Wherever found</div>","E","4","1987","2020/06/29","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Cyanea mannii","Haha","<div>Wherever found</div>","E","1","1992","2018/10/23","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/86/33726'>Initiation of 5-Year Status Reviews for 77 Species in Oregon Washington Idaho and Hawaii; request for information</a","2021/06/25","Flowering Plants"
"Argythamnia blodgettii","silverbush, Blodgett's","<div></div>","T","4","2016","2023/03/08","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Platanthera leucophaea","Orchid, eastern prairie fringed","<div>Wherever found</div>","T","3","1989","2020/12/15","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Sibara filifolia","Rockcress, Santa Cruz Island","<div>Wherever found</div>","E","8","1997","2020/08/27","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Poa sandvicensis","Bluegrass, Hawaiian","<div>Wherever found</div>","E","1","1992","2022/08/08","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Lepidomeda mollispinis pratensis","Spinedace, Big Spring","<div>Wherever found</div>","T","8","1985","2021/06/10","No change in Status","No Five Year Review In Progress","","Fishes"
"Lampsilis rafinesqueana","Mucket, Neosho","<div>Wherever found</div>","E","4","2013","2020/05/05","No change in Status","No Five Year Review In Progress","","Clams"
"Sclerocactus mariposensis","Cactus, Lloyd''s Mariposa","<div>Wherever found</div>","T","2","1979","2018/07/06","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Cyanea lanceolata","Haha","<div>Wherever found</div>","E","1","2012","2019/08/30","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/87/28031'>Initiation of 5- Year Status Reviews for 167 Species in Oregon Washington Idaho  Montana California Hawaii Guam and the Northern Mariana Islands: Request for Information</a","2022/05/10","Flowering Plants"
"Allium munzii","Onion, Munz's","<div>Wherever found</div>","E","8","1998","2022/08/31","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Pediocactus peeblesianus ssp. fickeiseniae","Cactus, Fickeisen plains","<div>Wherever found</div>","E","2","2013","2020/09/14","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Pleurobema perovatum","Clubshell, ovate","<div>Wherever found</div>","E","4","1993","2019/09/23","No change in Status","No Five Year Review In Progress","","Clams"
"Brodiaea filifolia","Brodiaea, thread-leaved","<div>Wherever found</div>","T","8","1998","2009/08/13","No change in Status","Initiation of 5-Year Status Reviews of 76 Species in California and Nevada; request for information","2021/05/20","Flowering Plants"
"Melicope adscendens","Alani","<div>Wherever found</div>","E","1","1994","2018/10/23","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/86/33726'>Initiation of 5-Year Status Reviews for 77 Species in Oregon Washington Idaho and Hawaii; request for information</a","2021/06/25","Flowering Plants"
"Schiedea apokremnos","Ma`oli`oli","<div>Wherever found</div>","E","1","1991","2022/08/09","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Apios priceana","potato-bean, Price''s","<div></div>","T","4","1990","2022/09/14","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Bulbophyllum guamense","halumtano, Cebello","<div>Wherever found</div>","T","1","2015","2020/09/29","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/87/28031'>Initiation of 5- Year Status Reviews for 167 Species in Oregon Washington Idaho  Montana California Hawaii Guam and the Northern Mariana Islands: Request for Information</a","2022/05/10","Flowering Plants"
"Plethobasus cyphyus","Mussel, sheepnose","<div>Wherever found</div>","E","3","2012","2020/08/28","No change in Status","No Five Year Review In Progress","","Clams"
"Pleurobema decisum","Clubshell, southern","<div>Wherever found</div>","E","4","1993","2019/09/23","Downlist to T","No Five Year Review In Progress","","Clams"
"Gammarus acherondytes","Amphipod, Illinois cave","<div>Wherever found</div>","E","3","1998","2020/04/14","No change in Status","No Five Year Review In Progress","","Crustaceans"
"Glyptemys muhlenbergii","turtle, bog","<div>Wherever found, except GA, NC, SC, TN, VA</div>","T","5","1997","2022/08/29","No change in Status","No Five Year Review In Progress","","Reptiles"
"Neraudia sericea","No common name","<div>Wherever found</div>","E","1","1994","2018/10/23","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/86/33726'>Initiation of 5-Year Status Reviews for 77 Species in Oregon Washington Idaho and Hawaii; request for information</a","2021/06/25","Flowering Plants"
"Cicurina vespera","Meshweaver, Government Canyon Bat Cave","<div>Wherever found</div>","E","2","2000","2019/09/04","No change in Status","No Five Year Review In Progress","","Arachnids"
"Agelaius xanthomus","Blackbird, yellow-shouldered","<div>Wherever found</div>","E","4","1976","2018/09/24","No change in Status","Initiation of 5- Year Status Reviews for 35 Southeastern Species; Request for Information","2022/05/13","Birds"
"Santalum haleakalae var. lanaiense","Sandalwood, Lanai (=`iliahi)","<div>Wherever found</div>","E","1","1986","2018/10/23","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/86/33726'>Initiation of 5-Year Status Reviews for 77 Species in Oregon Washington Idaho and Hawaii; request for information</a","2021/06/25","Flowering Plants"
"Hylaeus assimulans","Yellow-faced bee, assimulans","<div>Wherever found</div>","E","1","2016","2021/06/30","No change in Status","No Five Year Review In Progress","","Insects"
"Rhynchospora knieskernii","Beaked-rush, Knieskern's","<div>Wherever found</div>","T","5","1991","2019/07/23","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Lepidomeda albivallis","Spinedace, White River","<div>Wherever found</div>","E","8","1985","2021/07/22","No change in Status","No Five Year Review In Progress","","Fishes"
"Navarretia fossalis","Navarretia, spreading","<div>Wherever found</div>","T","8","1998","2009/08/10","No change in Status","Initiation of 5-Year Status Reviews of 76 Species in California and Nevada; request for information","2021/05/20","Flowering Plants"
"Notropis buccula","Shiner, smalleye","<div>Wherever found</div>","E","2","2014","2021/08/06","No change in Status","No Five Year Review In Progress","","Fishes"
"Nerodia clarkii taeniata","Snake, Atlantic salt marsh","<div>Wherever found</div>","T","4","1977","2019/09/30","No change in Status","No Five Year Review In Progress","","Reptiles"
"Escobaria minima","Cactus, Nellie''s cory","<div>Wherever found</div>","E","2","1979","2020/09/02","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Drosophila sharpi","Fly, Hawaiian picture-wing","<div>Wherever found</div>","E","1","2010","2022/07/29","No change in Status","No Five Year Review In Progress","","Insects"
"Scaevola coriacea","Naupaka, dwarf","<div>Wherever found</div>","E","1","1986","2021/09/14","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Caretta caretta","Sea turtle, loggerhead","<div>North Pacific Ocean DPS</div>","E","4","1978","2020/04/06","No change in Status","No Five Year Review In Progress","","Reptiles"
"Cyanea kolekoleensis","Haha","<div>Wherever found</div>","E","1","2010","2022/07/27","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Myrsine vaccinioides","Kolea","<div>Wherever found</div>","E","1","2013","2020/08/19","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Potamogeton clystocarpus","Pondweed, Little Aguja (=Creek)","<div>Wherever found</div>","E","2","1991","2018/08/31","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Vetericaris chaceorum","Shrimp, anchialine pool","<div>Wherever found</div>","E","1","2013","2020/08/07","No change in Status","No Five Year Review In Progress","","Crustaceans"
